# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Sep 24 14:02:02 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
pl_name,hostname,pl_letter,default_flag,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_lum,ra,dec,sy_dist,sy_vmag
EPIC 201833600 c,K2-50,c,1,1,2,3.96151000,,1.000,,,,,,0.61,,169.4836540,5.9882890,257.4430000,14.7050000
EPIC 201841433 b,EPIC 201841433,b,1,1,1,4.16980000,0.035000,1.040,,,,5053.00,0.63,0.80,,175.2067520,6.1348146,436.4880000,14.9830000
EPIC 205950854 c,K2-168,c,1,1,2,8.05072200,,1.310,,,961,5502.70,0.83,0.88,,333.1100738,-16.3418863,243.9350000,12.3650000
EPIC 206024342 b,EPIC 206024342,b,1,1,3,4.50756000,,1.700,,,,,,0.93,,331.2771441,-14.1218019,369.8880000,13.0960000
EPIC 206024342 c,EPIC 206024342,c,1,1,3,0.91172400,,1.400,,,,5724.00,1.10,,,331.2771441,-14.1218019,369.8880000,13.0960000
EPIC 206024342 d,EPIC 206024342,d,1,1,3,14.64753100,,2.600,,,,5724.00,1.10,,,331.2771441,-14.1218019,369.8880000,13.0960000
EPIC 206032309 b,EPIC 206032309,b,1,1,1,2.87814000,,1.010,,,,,,0.22,,341.2404563,-13.9011223,161.3650000,17.8900000
EPIC 206042996 b,EPIC 206042996,b,1,1,2,5.29860000,,1.700,,,,4114.00,0.50,,,337.5136198,-13.6101475,451.7690000,16.5900000
EPIC 206042996 c,EPIC 206042996,c,1,1,2,0.35488400,,1.200,,,,4114.00,0.50,,,337.5136198,-13.6101475,451.7690000,16.5900000
EPIC 206215704 b,EPIC 206215704,b,1,1,1,2.25543600,,1.000,,,,3297.00,0.25,,,335.0949721,-9.5097112,109.8880000,17.8300000
EPIC 206317286 b,EPIC 206317286,b,1,1,2,1.58252000,,0.960,,,,,,0.71,,337.6178427,-7.9724560,314.3500000,14.0050000
EPIC 206317286 c,EPIC 206317286,c,1,1,2,17.51547200,,2.094,,,,4752.00,0.76,0.83,,337.6178427,-7.9724560,314.3500000,14.0050000
EPIC 211822797 b,EPIC 211822797,b,1,1,1,21.17019630,0.119500,1.920,,,431,4057.00,0.58,0.62,,130.4102091,17.6399744,186.1970000,15.1330000
EPIC 211945201 b,EPIC 211945201,b,1,1,1,19.49221000,0.149300,5.760,,,817,6069.00,1.39,1.17,,136.5741931,19.4020565,181.6900000,10.1540000
EPIC 212297394 b,EPIC 212297394,b,1,1,2,2.28936300,,1.480,,,1149,5171.00,0.80,0.83,,207.2061241,-17.6098985,418.3950000,14.6110000
EPIC 212297394 c,EPIC 212297394,c,1,1,2,5.21396500,,2.270,,,866,5171.00,0.80,0.83,,207.2061241,-17.6098985,418.3950000,14.6110000
EPIC 212424622 b,EPIC 212424622,b,1,1,1,18.09830000,,2.170,,,,,,1.11,,202.3313765,-14.3594358,611.8040000,13.4410000
EPIC 212499991 b,EPIC 212499991,b,1,1,1,34.88500000,,1.600,,,,,,0.91,,202.4887520,-12.7347749,283.2900000,13.6720000
EPIC 212587672 b,EPIC 212587672,b,1,1,2,15.28078000,,1.260,,,756,6004.00,0.98,0.99,,205.4445125,-10.8625468,320.0700000,12.4880000
EPIC 212587672 c,EPIC 212587672,c,1,1,2,23.22855500,,2.320,,,658,6004.00,0.98,0.99,,205.4445125,-10.8625468,320.0700000,12.4880000
EPIC 212624936 b,EPIC 212624936,b,1,1,2,0.57865700,,1.200,,,,5765.00,0.93,,,210.6376171,-10.0236852,561.9290000,13.9760000
EPIC 212624936 c,EPIC 212624936,c,1,1,2,11.81143700,,2.300,,,,5765.00,0.93,,,210.6376171,-10.0236852,561.9290000,13.9760000
EPIC 212737443 b,EPIC 212737443,b,1,1,2,13.60300000,0.098000,2.586,,0.200000,536,4684.00,0.67,0.69,,204.2215065,-7.3180577,336.2500000,14.8100000
EPIC 212737443 c,EPIC 212737443,c,1,1,2,65.55000000,0.280000,2.690,,0.200000,316,4684.00,0.67,0.69,,204.2215065,-7.3180577,336.2500000,14.8100000
EPIC 220492298 b,EPIC 220492298,b,1,1,1,0.76240600,,0.990,,,,5620.00,0.89,,,16.7615005,6.5887980,624.5120000,13.9910000
EPIC 220554210 c,K2-282,c,1,1,2,0.70531000,,1.600,,,,5499.00,1.00,,,13.4321524,7.9952914,496.2890000,14.2100000
EPIC 220674823 b,EPIC 220674823,b,1,1,2,0.57129200,0.013260,1.725,8.21000,0.000000,2300,5532.00,0.99,0.95,,13.0800239,10.7947051,244.5900000,12.1010000
EPIC 220674823 c,EPIC 220674823,c,1,1,2,13.33970000,0.108300,2.836,8.90000,0.130000,805,5532.00,0.99,0.95,,13.0800239,10.7947051,244.5900000,12.1010000
EPIC 228836835 b,EPIC 228836835,b,1,1,1,0.72811300,,1.100,,,,3782.00,0.32,,,189.5748998,-5.2446247,150.1240000,16.7700000
EPIC 229004835 b,EPIC 229004835,b,1,1,1,16.14113200,0.123700,2.332,10.40000,0.230000,804,5868.00,1.00,0.97,,186.4860415,-1.4047214,121.9710000,10.2300000
EPIC 246851721 b,EPIC 246851721,b,1,2,1,6.18023500,0.072290,11.781,953.49000,,1401,6202.00,1.59,1.32,0.526,78.9198197,16.2786991,372.6320000,11.2370000
EPIC 248847494 b,EPIC 248847494,b,1,1,1,3650.00000000,4.500000,12.442,4131.79000,0.000000,183,4898.00,2.70,0.90,,159.3890808,11.8427484,551.8860000,12.3530000
EPIC 249893012 b,EPIC 249893012,b,1,1,3,3.59510000,0.047000,1.950,8.75000,0.060000,1616,5430.00,1.71,1.05,,228.2482353,-16.7246474,321.2960000,11.4290000
EPIC 249893012 c,EPIC 249893012,c,1,1,3,15.62400000,0.130000,3.670,14.67000,0.070000,990,5430.00,1.71,1.05,,228.2482353,-16.7246474,321.2960000,11.4290000
EPIC 249893012 d,EPIC 249893012,d,1,1,3,35.74700000,0.220000,3.940,10.18000,0.150000,752,5430.00,1.71,1.05,,228.2482353,-16.7246474,321.2960000,11.4290000
FU Tau b,FU Tau,b,1,1,1,,800.000000,,5085.28000,,2375,2838.00,,0.05,-0.699,65.8974962,25.0506711,,
G 196-3 b,G 196-3,b,1,1,1,,350.000000,,8263.53858,,1670,,,,,151.0884754,50.3861806,21.7912000,11.6720000
G 264-012 b,G 264-012,b,1,1,2,2.30538000,0.022790,,2.50000,,587,3326.00,0.30,0.30,-1.972,326.6719598,66.8038480,16.0090000,13.0780000
G 264-012 c,G 264-012,c,1,1,2,8.05180000,0.052500,,3.75000,,387,3326.00,0.30,0.30,-1.972,326.6719598,66.8038480,16.0090000,13.0780000
G 9-40 b,G 9-40,b,1,1,1,5.74600700,0.038500,2.025,11.70000,0.000000,456,3348.00,0.31,0.29,-1.971,134.7188514,21.0747961,27.9276000,13.8210000
GJ 1002 b,GJ 1002,b,1,1,2,10.34650000,0.045700,,1.08000,,231,3024.00,0.14,0.12,-2.852,1.6764641,-7.5462123,4.8486700,
GJ 1002 c,GJ 1002,c,1,1,2,21.20200000,0.073800,,1.36000,,182,3024.00,0.14,0.12,-2.852,1.6764641,-7.5462123,4.8486700,
GJ 1061 b,GJ 1061,b,1,1,3,3.20400000,0.021000,,1.37000,0.310000,,2953.00,0.16,0.12,-2.770,54.0032486,-44.5143104,3.6727800,12.7000000
GJ 1061 c,GJ 1061,c,1,1,3,6.68900000,0.035000,,1.74000,0.290000,,2953.00,0.16,0.12,-2.770,54.0032486,-44.5143104,3.6727800,12.7000000
GJ 1061 d,GJ 1061,d,1,1,3,13.03100000,0.054000,,1.64000,0.530000,,2953.00,0.16,0.12,-2.770,54.0032486,-44.5143104,3.6727800,12.7000000
GJ 1132 b,GJ 1132,b,1,1,2,1.62892911,0.015700,1.192,1.83705,0.011800,584,3229.00,0.22,0.19,-2.321,153.7090696,-47.1549358,12.6130000,13.6800000
GJ 1132 c,GJ 1132,c,1,1,2,8.92900000,0.047600,,2.64000,0.270000,300,3270.00,0.21,0.18,-2.359,153.7090696,-47.1549358,12.6130000,13.6800000
GJ 1148 b,GJ 1148,b,1,1,2,41.38000000,0.166000,,96.70000,0.380000,,3287.00,0.36,0.34,-1.869,175.4326081,42.7515862,11.0143000,11.9390000
GJ 1148 c,GJ 1148,c,1,1,2,532.58000000,0.912000,,68.06000,0.342000,,3287.00,0.36,0.34,-1.869,175.4326081,42.7515862,11.0143000,11.9390000
GJ 1151 c,GJ 1151,c,1,1,1,389.70000000,0.571400,,10.62000,,,3280.00,0.18,0.16,-2.480,177.7304866,48.3732334,8.0362500,13.7600000
GJ 1214 b,GJ 1214,b,1,1,1,1.58040453,0.015050,2.733,8.41000,0.006200,567,3101.00,0.22,0.18,-2.409,258.8313991,4.9606795,14.6427000,15.1000000
GJ 1252 b,GJ 1252,b,1,1,1,0.51823310,,1.193,1.32000,0.000000,,3458.00,0.39,0.38,-1.708,306.9286462,-56.4622865,20.3730000,12.6800000
GJ 1265 b,GJ 1265,b,1,1,1,3.65110000,0.026000,,7.40000,0.040000,,3236.00,0.19,0.18,-2.439,333.4324675,-17.6870623,10.2525000,14.0100000
GJ 143 b,GJ 143,b,1,1,2,35.61253000,0.191500,2.610,22.70000,0.188000,422,4640.00,0.69,0.73,-0.686,51.7501882,-63.5001660,16.3200000,8.0800000
GJ 15 A b,GJ 15 A,b,1,2,2,11.44070000,0.072000,,3.03000,0.094000,,3607.00,0.38,0.38,-1.655,4.6126677,44.0247296,3.5622800,8.0900000
GJ 15 A c,GJ 15 A,c,1,2,2,7600.00000000,5.400000,,36.00000,0.270000,,3607.00,0.38,0.38,-1.655,4.6126677,44.0247296,3.5622800,8.0900000
GJ 160.2 b,GJ 160.2,b,1,1,1,5.23540000,0.053000,,10.20000,0.060000,,4347.00,,0.69,-0.796,61.6454173,-20.8564724,25.8557000,9.7000000
GJ 163 b,GJ 163,b,1,1,3,8.63182000,0.060700,,10.60000,0.073000,,,,,,62.3228353,-53.3711768,15.1285000,11.7900000
GJ 163 c,GJ 163,c,1,1,3,25.63058000,0.125400,,6.80000,0.099000,,,,,,62.3228353,-53.3711768,15.1285000,11.7900000
GJ 163 d,GJ 163,d,1,1,3,603.95116000,1.030400,,29.40000,0.373000,,,,,,62.3228353,-53.3711768,15.1285000,11.7900000
GJ 179 b,GJ 179,b,1,1,1,2288.00000000,2.410000,,260.61000,0.210000,,3370.00,0.38,0.36,-1.796,73.0245495,6.4752347,12.3560000,11.9630000
GJ 180 b,GJ 180,b,1,1,3,17.13300000,0.092000,,6.49000,0.070000,,,,0.43,,73.4600970,-17.7761940,11.9407000,10.9140000
GJ 180 c,GJ 180,c,1,1,3,24.32900000,0.129000,,6.40000,0.090000,,3371.00,,0.43,-1.886,73.4600970,-17.7761940,11.9407000,10.9140000
GJ 180 d,GJ 180,d,1,1,3,106.30000000,0.309000,,7.56000,0.140000,,,,0.43,,73.4600970,-17.7761940,11.9407000,10.9140000
GJ 2030 b,GJ 2030,b,1,1,2,2.38129000,0.034000,,4.76743,0.239000,,,,0.96,,50.8237604,-7.7950429,37.0788000,6.2090200
GJ 2030 c,GJ 2030,c,1,1,2,25533.11353000,16.761000,,4069.15709,0.041000,,,,0.96,,50.8237604,-7.7950429,37.0788000,6.2090200
GJ 2056 b,GJ 2056,b,1,1,1,69.97100000,0.283000,,16.20000,0.720000,,,,0.62,,108.0194945,-24.8921008,28.4434000,10.3700000
GJ 229 A c,GJ 229,c,1,2,2,121.93268000,0.384000,,8.58137,0.366000,,,,0.51,,92.6435993,-21.8677233,5.7562400,8.1500000
GJ 229 b,GJ 229,b,1,2,2,579.47495000,1.086000,,14.93794,0.404000,,,,0.51,,92.6435993,-21.8677233,5.7562400,8.1500000
GJ 238 b,GJ 238,b,1,1,1,1.74469990,0.021230,0.566,,,758,3485.00,0.43,0.42,-1.616,98.4548810,-58.5250316,15.2142000,11.6200000
GJ 251 b,GJ 251,b,1,1,1,14.23800000,0.081800,,4.00000,0.100000,351,3451.00,0.36,0.36,-1.772,103.7002499,33.2664632,5.5805700,9.8900000
GJ 27.1 b,GJ 27.1,b,1,1,1,15.81900000,0.101000,,13.00000,0.080000,,3542.00,,0.53,-1.585,9.9980016,-44.2541679,23.6062000,11.4500000
GJ 273 b,GJ 273,b,1,1,2,18.64980000,0.091101,,2.89000,0.100000,,3382.00,0.29,0.29,-2.056,111.8520910,5.2258070,5.9215350,9.8400000
GJ 273 c,GJ 273,c,1,1,2,4.72340000,0.036467,,1.18000,0.170000,,3382.00,0.29,0.29,-2.056,111.8520910,5.2258070,5.9215350,9.8400000
GJ 3021 b,GJ 3021,b,1,2,1,133.71000000,0.490000,,1071.04000,0.511000,350,5540.00,0.90,0.90,-0.180,4.0634323,-79.8514218,17.5559000,6.5900000
GJ 3082 b,GJ 3082,b,1,1,1,11.94900000,0.079000,,8.20000,0.220000,,,,0.47,,18.6432425,-53.9407751,16.6186000,11.0410000
GJ 3090 b,GJ 3090,b,1,1,1,2.85310540,0.031650,2.130,3.34000,0.320000,693,3556.00,0.52,0.52,-1.342,20.4384281,-46.7147234,22.4751000,11.4030000
GJ 3138 b,GJ 3138,b,1,1,3,1.22003000,0.019700,,1.78000,0.190000,,3717.00,0.50,0.68,-1.347,32.2977385,-16.3392495,28.4712000,10.8275000
GJ 3138 c,GJ 3138,c,1,1,3,5.97400000,0.057000,,4.18000,0.110000,,3717.00,0.50,0.68,-1.347,32.2977385,-16.3392495,28.4712000,10.8275000
GJ 3138 d,GJ 3138,d,1,1,3,257.80000000,0.698000,,10.50000,0.320000,,3717.00,0.50,0.68,-1.347,32.2977385,-16.3392495,28.4712000,10.8275000
GJ 317 b,GJ 317,b,1,1,2,695.66000000,1.151000,,557.10000,0.070000,,,,0.42,,130.2445254,-23.4528090,15.1968000,12.4000000
GJ 317 c,GJ 317,c,1,1,2,6739.32300000,5.230000,,522.50000,0.170000,,,,0.42,,130.2445254,-23.4528090,15.1968000,12.4000000
GJ 3222 b,GJ 3222,b,1,2,1,10.66669000,0.091000,,11.44182,0.929000,,,,0.89,,50.8972464,-40.0762325,18.2381700,6.9000000
GJ 328 b,GJ 328,b,1,1,2,3771.00000000,4.110000,,797.74930,0.227000,,3897.00,0.63,0.65,-1.080,133.7819507,1.5420011,20.5266000,9.9900000
GJ 328 c,GJ 328,c,1,1,2,241.80000000,0.657000,,21.40000,,,3897.00,0.63,0.65,-1.080,133.7819507,1.5420011,20.5266000,9.9900000
GJ 3293 b,GJ 3293,b,1,1,4,30.59870000,0.143390,,23.54000,0.060000,,3466.00,0.40,0.42,-1.658,67.1484425,-25.1713396,20.1903000,11.9450000
GJ 3293 c,GJ 3293,c,1,1,4,122.61960000,0.361750,,21.09000,0.110000,,3466.00,0.40,0.42,-1.658,67.1484425,-25.1713396,20.1903000,11.9450000
GJ 3293 d,GJ 3293,d,1,1,4,48.13450000,0.193940,,7.60000,0.120000,,3466.00,0.40,0.42,-1.658,67.1484425,-25.1713396,20.1903000,11.9450000
GJ 3293 e,GJ 3293,e,1,1,4,13.25430000,0.082080,,3.28000,0.210000,,3466.00,0.40,0.42,-1.658,67.1484425,-25.1713396,20.1903000,11.9450000
GJ 3323 b,GJ 3323,b,1,1,2,5.36360000,0.032820,,2.02000,0.230000,,3159.00,0.12,0.16,-2.569,75.4868824,-6.9485133,5.3748400,12.5700000
GJ 3323 c,GJ 3323,c,1,1,2,40.54000000,0.126400,,2.31000,0.170000,,3159.00,0.12,0.16,-2.569,75.4868824,-6.9485133,5.3748400,12.5700000
GJ 3341 b,GJ 3341,b,1,1,1,14.20700000,0.089000,,6.60000,0.310000,,3526.00,0.44,0.47,-1.538,78.9471415,-31.2948458,23.6190000,12.0620000
GJ 338 B b,GJ 338 B,b,1,2,1,24.42200000,0.142000,,10.60000,0.109000,,4014.00,0.58,0.64,-1.101,138.5916722,52.6835211,6.3325600,7.7000000
GJ 3470 b,GJ 3470,b,1,1,1,3.33664960,0.035500,4.570,13.90000,,594,3600.00,0.55,0.54,,119.7735021,15.3912090,29.4214000,12.3320000
GJ 3473 b,GJ 3473,b,1,2,2,1.19800350,0.015890,1.264,1.86000,0.000000,773,3347.00,0.36,0.36,-1.824,120.5936065,3.3371629,27.3644000,13.7400000
GJ 3473 c,GJ 3473,c,1,2,2,15.50900000,0.087600,,7.41000,0.000000,329,3347.00,0.36,0.36,-1.824,120.5936065,3.3371629,27.3644000,13.7400000
GJ 3512 b,GJ 3512,b,1,1,2,203.69000000,0.337000,,146.20107,0.440000,,3081.00,0.14,0.12,-2.804,130.3316616,59.4918364,9.4863700,15.1800000
GJ 3512 c,GJ 3512,c,1,1,2,1599.60000000,1.292000,,63.56568,0.018300,,3081.00,0.14,0.12,-2.804,130.3316616,59.4918364,9.4863700,15.1800000
GJ 357 b,GJ 357,b,1,1,3,3.93060000,0.036000,1.200,,,518,3505.00,0.34,0.34,,144.0074644,-21.6650634,9.4418100,10.9100000
GJ 357 c,GJ 357,c,1,1,3,9.12470000,0.061000,,3.40000,,401,3505.00,0.34,0.34,-1.798,144.0074644,-21.6650634,9.4418100,10.9100000
GJ 357 d,GJ 357,d,1,1,3,55.66100000,0.204000,,6.10000,,220,3505.00,0.34,0.34,-1.798,144.0074644,-21.6650634,9.4418100,10.9100000
GJ 3634 b,GJ 3634,b,1,1,1,2.64561000,0.028700,,8.40000,0.080000,,,0.43,0.45,-1.699,164.6433493,-31.1443383,20.3779000,11.9380000
GJ 367 b,GJ 367,b,1,1,3,0.32192250,0.007090,0.699,0.63300,0.060000,1365,3522.00,0.46,0.46,-1.539,146.1214640,-45.7790165,9.4126300,10.1530000
GJ 367 c,GJ 367,c,1,1,3,11.53010000,,,4.13000,0.090000,,3522.00,0.46,0.46,-1.539,146.1214640,-45.7790165,9.4126300,10.1530000
GJ 367 d,GJ 367,d,1,1,3,34.36900000,,,6.03000,0.140000,,3522.00,0.46,0.46,-1.539,146.1214640,-45.7790165,9.4126300,10.1530000
GJ 3779 b,GJ 3779,b,1,1,1,3.02320000,0.026000,,8.00000,0.070000,,3324.00,0.28,0.27,-2.062,200.7335358,24.4639425,13.7430000,13.0400000
GJ 3929 b,GJ 3929,b,1,1,2,2.61623500,0.025200,1.090,1.75000,0.000000,568,3384.00,0.32,0.31,-1.963,239.5775678,35.4081141,15.8095000,12.6750000
GJ 3929 c,GJ 3929,c,1,1,2,15.04000000,0.081000,,5.71000,0.000000,317,3384.00,0.32,0.31,-1.963,239.5775678,35.4081141,15.8095000,12.6750000
GJ 393 b,GJ 393,b,1,1,1,7.02679000,0.054020,,1.71000,,485,3579.00,0.43,0.43,-1.571,157.2288672,0.8378485,7.0314900,9.6500000
GJ 3942 b,GJ 3942,b,1,1,1,6.90500000,0.060800,,7.14000,0.121000,590,3867.00,0.61,0.63,-1.120,242.2645452,52.9441443,16.9287000,10.1660000
GJ 3988 b,GJ 3988,b,1,1,1,6.94420000,0.040500,,3.69000,0.000000,348,3273.00,0.20,0.18,-2.395,255.8503747,51.4089795,9.9105000,13.6270000
GJ 3998 b,GJ 3998,b,1,1,2,2.64977000,0.029000,,2.47000,0.000000,,3722.00,0.49,0.50,-1.387,259.0020507,11.0561751,18.1459000,10.8440000
GJ 3998 c,GJ 3998,c,1,1,2,13.74000000,0.089000,,6.26000,0.049000,,3722.00,0.49,0.50,-1.387,259.0020507,11.0561751,18.1459000,10.8440000
GJ 411 b,GJ 411,b,1,1,2,12.93940000,0.078790,,2.69000,0.063000,,3719.00,0.37,0.39,,165.8344710,35.9723170,5.6757730,7.4900000
GJ 414 A b,GJ 414 A,b,1,2,2,50.80000000,0.232400,2.630,7.60000,0.450000,309,4120.00,0.68,0.65,-0.924,167.7745044,30.4451688,11.8893000,8.3100000
GJ 414 A c,GJ 414 A,c,1,2,2,749.83000000,1.400000,8.400,53.83000,0.105000,125,4120.00,0.68,0.65,-0.924,167.7745044,30.4451688,11.8893000,8.3100000
GJ 422 b,GJ 422,b,1,1,1,20.12900000,0.111000,,11.07000,0.110000,,,,0.35,,168.9810458,-57.5425629,12.6631000,11.6600000
GJ 4276 b,GJ 4276,b,1,1,1,13.35200000,0.082000,,16.57000,0.370000,,3387.00,0.41,0.41,-1.706,336.3221454,59.4125030,21.3362000,12.9030000
GJ 433 b,GJ 433,b,1,1,3,7.37050000,0.062000,,6.04300,0.040000,,,,0.48,,173.8619194,-32.5436302,9.0645600,9.8100000
GJ 433 c,GJ 433,c,1,1,3,5094.10500000,4.819000,,32.42200,0.120000,,,,0.48,,173.8619194,-32.5436302,9.0645600,9.8100000
GJ 433 d,GJ 433,d,1,1,3,36.05900000,0.178000,,5.22300,0.070000,,,,0.48,,173.8619194,-32.5436302,9.0645600,9.8100000
GJ 436 b,GJ 436,b,1,1,1,2.64388312,0.029100,4.170,22.10000,0.138270,,,0.46,0.47,,175.5505363,26.7030669,9.7532100,10.6700000
GJ 463 b,GJ 463,b,1,1,1,3448.00000000,3.530000,,1144.18227,0.090000,,3540.00,0.49,0.49,,185.7440496,64.0324311,18.3554000,11.5950000
GJ 480 b,GJ 480,b,1,1,1,9.56700000,0.068000,,13.20000,0.100000,,,,0.45,,189.7134226,11.6950708,14.2358000,11.4900000
GJ 486 b,GJ 486,b,1,1,1,1.46712050,0.017130,1.343,3.00000,0.000000,706,3291.00,0.34,0.33,-1.916,191.9815310,9.7494181,8.0742600,11.3900000
GJ 504 b,GJ 504,b,1,1,1,,43.500000,,1271.30000,,510,6234.00,,1.22,0.332,199.1923480,9.4249781,17.5299000,5.1879900
GJ 514 b,GJ 514,b,1,1,1,140.43000000,0.422000,,5.20000,0.450000,202,3728.00,0.50,0.51,-1.367,202.5040424,10.3725387,7.6177800,9.0500000
GJ 536 b,GJ 536,b,1,1,1,8.70760000,0.066610,,5.36000,0.080000,,3685.00,0.50,0.52,-1.377,210.2597264,-2.6522901,10.4092000,9.7100000
GJ 581 b,GJ 581,b,1,1,3,5.36860000,0.040610,,15.80000,0.000000,,3396.00,0.33,0.31,-1.885,229.8564725,-7.7226935,6.2981000,10.5700000
GJ 581 c,GJ 581,c,1,1,3,12.91400000,0.072100,,5.50000,0.000000,,3396.00,0.33,0.31,-1.885,229.8564725,-7.7226935,6.2981000,10.5700000
GJ 581 e,GJ 581,e,1,1,3,3.14900000,0.028150,,1.70000,0.000000,,3396.00,0.33,0.31,-1.885,229.8564725,-7.7226935,6.2981000,10.5700000
GJ 625 b,GJ 625,b,1,1,1,14.62800000,0.078361,,2.82000,0.130000,,3499.00,0.31,0.30,-1.894,246.3557854,54.3033625,6.4724900,10.0660000
GJ 649 b,GJ 649,b,1,1,1,600.10000000,1.112000,,81.99973,0.083000,,3734.00,0.50,0.51,-1.361,254.5363221,25.7419719,10.3796000,9.7000000
GJ 667 C b,GJ 667 C,b,1,3,5,7.20300000,,,,0.200000,,,,,,259.7510609,-34.9977651,7.2439600,10.6020000
GJ 667 C c,GJ 667 C,c,1,3,5,28.14000000,0.125000,,3.80000,0.020000,,3350.00,,0.33,-1.863,259.7510609,-34.9977651,7.2439600,10.6020000
GJ 667 C e,GJ 667 C,e,1,3,5,62.24000000,0.213000,,2.70000,0.020000,,3350.00,,0.33,-1.863,259.7510609,-34.9977651,7.2439600,10.6020000
GJ 667 C f,GJ 667 C,f,1,3,5,39.02600000,0.156000,,2.70000,0.030000,,3350.00,,0.33,-1.863,259.7510609,-34.9977651,7.2439600,10.6020000
GJ 667 C g,GJ 667 C,g,1,3,5,256.20000000,0.549000,,4.60000,0.080000,,3350.00,,0.33,-1.863,259.7510609,-34.9977651,7.2439600,10.6020000
GJ 674 b,GJ 674,b,1,1,1,4.69380000,0.039000,,11.09000,0.200000,,3600.00,,0.35,-1.796,262.1700476,-46.8989826,4.5489600,9.3800000
GJ 676 A b,GJ 676 A,b,1,2,4,1051.44521000,1.735000,,1840.86213,0.319000,,,,0.63,,262.5448903,-51.6377777,16.0272000,9.5800000
GJ 676 A c,GJ 676 A,c,1,2,4,13921.42302000,9.726000,,4288.14087,0.295000,,,,0.63,,262.5448903,-51.6377777,16.0272000,9.5800000
GJ 676 A d,GJ 676 A,d,1,2,4,3.60076000,0.039000,,3.81394,0.192000,,,,0.63,,262.5448903,-51.6377777,16.0272000,9.5800000
GJ 676 A e,GJ 676 A,e,1,2,4,35.47358000,0.181000,,6.67440,0.152000,,,,0.63,,262.5448903,-51.6377777,16.0272000,9.5800000
GJ 680 b,GJ 680,b,1,2,1,17281.66514000,10.138000,,7977.49302,0.381000,,,,0.46,,263.8072214,-48.6788427,9.6731500,10.1290000
GJ 682 b,GJ 682,b,1,1,2,17.47800000,0.080000,,4.40000,0.080000,,3028.00,,0.27,-2.699,264.2610245,-44.3232519,5.0067100,10.9400000
GJ 682 c,GJ 682,c,1,1,2,57.32000000,0.176000,,8.70000,0.100000,,3028.00,,0.27,-2.699,264.2610245,-44.3232519,5.0067100,10.9400000
GJ 685 b,GJ 685,b,1,1,1,24.16000000,0.134400,,9.00000,0.000000,,3816.00,0.54,0.55,-1.253,263.8960378,61.6793482,14.3155000,9.9800000
GJ 687 b,GJ 687,b,1,1,2,38.14200000,0.163000,,17.20000,0.170000,,,,0.40,,264.1041731,68.3336741,4.5493900,9.1500000
GJ 687 c,GJ 687,c,1,1,2,727.56200000,1.165000,,16.00000,0.400000,,,,0.40,,264.1041731,68.3336741,4.5493900,9.1500000
GJ 720 A b,GJ 720 A,b,1,2,1,19.46600000,0.119000,,13.64000,0.120000,401,3837.00,0.56,0.57,-1.217,278.8294172,45.7456038,15.5575000,9.8400000
GJ 724 b,GJ 724,b,1,1,1,5.10128400,0.046850,,10.75000,0.577000,611,3799.00,0.52,0.53,-1.291,280.2383650,-13.3824997,16.9658000,10.6380000
GJ 740 b,GJ 740,b,1,1,1,2.37756000,0.029000,,2.96000,0.240000,829,3913.00,0.56,0.58,-1.206,284.4997178,5.9028670,11.1017000,9.2200000
GJ 806 b,GJ 806,b,1,1,2,0.92632370,0.014060,1.331,1.90000,,940,3600.00,0.41,0.41,-1.585,311.2697002,44.5002351,12.0445000,10.7900000
GJ 806 c,GJ 806,c,1,1,2,6.64064000,0.052300,,5.80000,,490,3600.00,0.41,0.41,-1.585,311.2697002,44.5002351,12.0445000,10.7900000
GJ 832 b,GJ 832,b,1,1,1,3853.00000000,3.700000,,314.65012,0.050000,,,,0.45,,323.3912616,-49.0125169,4.9643500,8.6600000
GJ 849 b,GJ 849,b,1,1,2,1925.31000000,2.320000,,283.82077,0.029000,,3467.00,0.45,0.45,-1.590,332.4229938,-4.6408317,8.8005800,10.4100000
